CRD,-45.785278,-67.465555
YBL,49.9519,-125.273
XAZ
CAL,-9.516112,-42.995555
CPE,19.815833,-90.500833
CPV,-7.26916667,-35.895
CPQ,-22.85916667,-47.10805556
CGR,-20.469444444,-54.670277777
CAW,-21.701111111,-41.307777777
CAS,33.556944444,-7.660555555
CBR,-35.302,149.202
CUN,21.036667,-86.876944
JCA
CEQ,43.546388,6.954167
QYW
CIW,12.699166666,-61.3425
CAK,40.916111111,-81.442222222
CAP,19.733333,-72.2
YTE,64.230277777,-76.525
CGI,37.225277777,-89.570833333
LUR,68.875,-166.111
EHM,58.6464,-162.063
CPI
CPT,-33.969444444,18.597222222
CVL
XAW
CCS,10.603116666,-66.990583333
CKS,-6.117778,-50.004167
MDH,37.778055555,-89.251944444
CCF,43.215833333,2.308611111
CWL,51.396666666,-3.343333333
CLD,33.128333333,-117.28
CNM,32.3375,-104.263333333
MRY,36.586944444,-121.843055555
CVQ,-24.880555,113.672222
RIK
CTG,10.4425,-75.513055555
YRF,53.6825,-57.041944444
CUP,10.66,-63.26166667
CAS,33.556944444,-7.660555555
CMN,33.364167,-7.581667
CAC,-25.00222222,-53.50194444
CSI,-28.883333,153.066667
CPR,42.908055555,-106.464444444
XZB
CST
YCG,49.2961,-117.632
DCM,34.7894,-81.1958
YAC,51.7272,-91.8244
CTC,-28.586388,-65.753333
CTA,37.466228,15.063733
CAQ,7.96833333,-75.19833333
CXJ,-29.19555556,-51.18972222
CAY,4.819722,-52.361945
CYB,19.686944444,-79.882777777
CYO,21.616111111,-81.545555555
CEB
CDC,37.700833333,-113.098888888
CID,41.889077777,-91.700330555
CED,-32.130555555,133.709722222
CEM,65.573888888,-144.780833333
JCU
CDR,42.8375,-103.095277777
ZBR,25.444445,60.383612
CIK,66.645,-143.74
CMF,45.64,5.881111111
XCI
CMI,40.039166666,-88.278055555
IXC,30.6735,76.7885
XDL
CGQ,43.905,125.198333
CGD,28.9189,111.64
CHX,9.45888889,-82.54861111
CZX,31.919276,119.77603
CHQ,35.532222,24.151667
CHG,41.53805556,120.435
XAP,-27.133888888,-52.661944444
YLD,47.8203,-83.3469
CHS,32.8986,-80.035
CRW,38.3758,-81.5931
CTL,-26.413333,146.2625
CLT,35.213888888,-80.943055555
CHO,38.1386,-78.4529
YHG,52.76583333,-56.1125
YYG,46.2892,-63.1192
CHT,-43.810042,-176.457308
XCM,42.3058,-82.0825
CHA,35.035277777,-85.203888888
CSY,56.09,47.347222222
CYF,60.149166666,-164.285555555
CEK,55.305,61.505
XHS
MAA,12.982222222,80.163611111
CJJ
CEE,59.276666666,38.028333333
CTU,30.58,103.948333
CEG,53.178055555,-2.977777777
YCS,63.347222222,-90.731111111
CTM,18.504637,-88.326797
VAK,61.5408,-165.601
CEE,59.276666666,38.028333333
YHR,50.468888888,-59.636666666
CYS,41.155555555,-104.810555555
CMJ,23.213055555,119.4175
CNX,18.766666666,98.9625
CEI,19.952222222,99.882777777
CYI,23.461666666,120.392777777
YMT,49.771944444,-74.528055555
CHI
MDW,41.786111111,-87.7525
ORD,41.978611111,-87.904722222
CIX,-6.787222222,-79.828055555
CKX,64.0714,-141.952
CIC,39.79527778,-121.85833333
CIF,42.235,118.908333333
KCQ,56.255,-158.775
KCG,56.31777778,-158.59083333
KCL,56.3111,-158.534
CUU,28.702778,-105.963888
YAI,-36.5825,-72.031388888
CIP,-13.556944444,32.586944444
CZN,62.071111111,-142.048333333
YKU,53.805833333,-78.916944444
HIB,47.386666666,-92.838888888
KIV,46.927777777,28.930833333
HTA,52.026666666,113.305
CJL,35.886192,71.799917
CTD,7.9875,-80.4097
CGP,22.257022,91.822208
CHY,-6.711944444,156.396111111
CKG,29.716667,106.64
CHC,-43.489445,172.534445
XCH,-10.450555,105.690278
CHU,61.579166666,-159.215555555
ZUM,53.5625,-64.105833333
YYQ,58.739166666,-94.066388888
XAD
ICI,-17.743055555,-179.341944444
AVI,22.026944444,-78.789444444
CVG,39.048888888,-84.667777777
CHP,65.485555555,-144.610833333
IRC,65.827777777,-144.076111111
CBL,8.122222222,-63.536111111
CME,18.651963,-91.799545
AGT,-25.455277777,-54.843333333
CJS,31.636362,-106.428762
CEN,27.393045,-109.833383
CVM,23.70343,-98.956445
CLP,58.8336,-158.529
CKB,39.2967,-80.2281
PIE,27.91,-82.6875
CFE,45.1592,-93.8433
CVC,-33.709828,136.504747
CLE,41.411666666,-81.849722222
CNJ,-20.668333,140.505
CVN,34.425277777,-103.079166666
CMK,-14.3069,35.1325
CLJ,46.785092,23.68612
YCY,70.4858,-68.5169
CAZ,-31.538333,145.793888
CIJ,-11.04027778,-68.78277778
XGJ
CBB,-17.420833333,-66.176944444
COK,9.94972222,76.27305556
CNC,-10.05,143.066666666
COD,44.520277777,-109.023888888
CUQ,-13.761944444,143.116666666
CFA
KCC,56.014722222,-132.833888888
CFS,-30.320555,153.116388
CJB,11.030528,77.041888
CDB,55.2053,-162.724
CLQ,19.277012,-103.5776
CLL,30.588611111,-96.363888888
CGN
QKL
CMB,7.180188,79.8853
ONX,9.356666666,-79.8675
COS,38.805833333,-104.700833333
COU,38.818055555,-92.219722222
CAE,33.938888888,-81.119444444
CSG,32.5164,-84.9389
GTR,33.448333333,-88.591388888
CMH,39.998055555,-82.891944444
YCK,67.021111111,-126.128611111
YQQ,49.7108,-124.887
CKY,9.576889,-13.611944
CCP,-36.7725,-73.063055555
CCR,37.989722222,-122.056944444
COC,-31.295972,-57.992638
CNK,39.549166666,-97.652222222
COG,5.08333333,-76.68333333
CND,44.362113,28.488453
CZL,34.4556,-84.9392
OTD
CPD,-29.04,134.720833
CTN,-15.444722222,145.184444444
OOM,-36.3,148.973333333
CNB,-30.983388,148.375645
CPH,55.618055555,12.656111111
CPO,-27.2968,-70.414
QCE
YZS,64.193333333,-83.359444444
COR,-31.31,-64.208333
CDV,60.4917,-145.477
ORK,34.833055555,-92.254166666
YCC,45.0928,-74.5678
CZE,11.415,-69.68166667
CZH,18.382222222,-88.410833333
CRP,27.770277777,-97.501111111
CNQ,-27.445555,-58.761945
CEZ,37.303055555,-108.628055555
CMG,-19.011944444,-57.671388888
CVU,39.670833333,-31.112777777
CBO,7.160758,124.212508
COC,-31.295972,-57.992638
XGK
YCA,49.6794,-124.982
CXB,21.449758,91.964808
CZM,20.522063,-86.929278
CCV,-16.265,167.924444444
CGA,55.478888888,-133.147777777
YXC,49.6122,-115.782
CEC,41.780277777,-124.236666666
CCM,-28.724445,-49.421112
CKI,-11.165,132.48333333
CKO,-23.15277778,-50.60277778
CRI,22.75,-74.15
YCR,54.6108,-97.7603
CRV,38.997222222,17.080277777
CZS,-7.59944444,-72.76944444
CUW
CUC,7.9275,-72.511666666
CUE,-2.88944444,-78.98444444
CVJ,18.834512,-99.261592
CGB,-15.65,-56.1175
CUL,24.765055,-107.475153
CUM,10.45027778,-64.13055556
CBE,39.6156,-78.7608
CMA,-28.03,145.622222
CUR,12.188913,-68.959692
CWB,-25.531111111,-49.175555555
CUZ,-4.607083,-77.940555
DAD,16.043888888,108.199444444
DRH,-2.8,138.31666667
TAE
DKR,14.743833,-17.479305
VIL,23.718055555,-15.931944444
DLM,36.7125,28.791388
DLI,11.750556,108.373611
DLU,25.651111111,100.318333333
DLC,38.965555555,121.538333333
DFW,32.896944444,-97.038055555
DAL,32.847222222,-96.851666666
DAM
DMM,26.471111111,49.797777777
DGA,16.9825,-88.258611111
DAR,-6.878055555,39.202777777
NLF,-9.57833333,143.78
DAU,-9.086666666,143.207777777
DRW,-12.414722222,130.876666666
DTD,0.72,116.48
YDN,51.1008,-100.052
DVO,7.125522,125.645778
DAV,8.391111111,-82.435
YDI
TVY,14.1,98.207222
YDA,64.0422,-139.13
YDQ,55.7422,-120.183
DAX,31.3,107.5
DYG,29.103055555,110.443333333
DDI
DAY,39.9025,-84.219444444
DAB,29.184722222,-81.060555555
DOL,49.363333,0.16
DBM,10.3167,37.7333
DBT,11.9667,38.0
DEC,39.834444444,-88.865555555
YDF,49.209166666,-57.394444444
YVZ,52.655833333,-94.061388888
DRG,66.0694,-162.766
DEZ,35.28548,40.176078
DRT,29.374166666,-100.927222222
DEL,28.554444444,77.099444444
YWJ,65.211111111,-123.436388888
DJN,64.0506,-145.717
DEM,8.55,34.85
DNM
DNZ,37.787778,29.705
DPS,-8.748055555,115.1675
DEN
QWM
DEA,29.960833333,70.485833333
DSK,31.90942,70.896637
DRB,-17.37,123.661
DER
DSM,41.533888888,-93.663055555
DSE,11.0825,39.7114
DTT
DTW,42.2125,-83.353333
DVL,48.114444444,-98.908333333
DPO,-41.169722222,146.430277777
DAC
DIB,27.480555555,95.021666666
DIK,46.797222222,-102.801944444
DIN,21.397222222,103.007777777
DIJ,47.265833,5.095
DIL,-8.546552777,125.524719444
DLG,59.044722222,-158.505555555
DLY,-18.769444444,169.001388888
DMU,25.883888888,93.771111111
DNR,48.587778,-2.08
DPL,35.0,-77.981666666
DIR,9.623611,41.854167
DIU,20.713055555,70.921111111
DIY,37.8925,40.201112
DJG,24.292861111,9.452111111
DJE,33.875555,10.777222
JIB,11.547337,43.159255
DNK,48.357222222,35.100555555
DOB,-5.77166667,134.2125
DDC,37.763055555,-99.965555555
DDM
DOD,-6.170358,35.749433
DOH,25.273055555,51.608055555
DCF,15.336666666,-61.392222222
DOM,15.546944444,-61.3
CFN,55.044166666,-8.341111111
DOK
DOG,19.153611111,30.43
DMD,-17.940278,138.821667
DTM
DHN,-23.753597222,-78.855777777
DOU,-22.20055556,-54.92555556
DLA,4.005833333,9.719444444
DRS
XDM
YHD,49.8317,-92.7442
XNB
DXB,25.252777777,55.364444444
DBO,23.83388889,86.42527778
DUB
DUJ,41.178333333,-78.898611111
DBV,42.561388888,18.268333333
DBQ,42.401944444,-90.709444444
DLH,46.842222222,-92.193611111
DGT,9.336112,123.299445
DUM,1.609194444,101.433558333
DUQ,48.7583,-123.717
DND,56.4525,-3.0175
DUD,-45.928055,170.198333
DNH,40.163611111,94.800277777
DKI,-17.941666666,146.14
DRO,37.151388888,-107.753888888
DGO,24.126033,-104.527462
DUR,-29.968611111,30.947777777
RDU,35.877777777,-78.7875
RDU,35.877777777,-78.7875
DYU,38.543333,68.825
DUS
MGL,51.230278,6.504445
QDU
DUT,53.898888888,-166.545
DZA,-12.804722222,45.281111111
ELS,-33.035,27.821667
ZEM,52.226388888,-78.5225
ABE,40.652333333,-75.440472222
EAU,44.865833333,-91.484166666
EBO,4.598888888,168.753055555
EOI,59.190555555,-2.772222222
EDI
YEG
XZL
EDA
EDO,-31.4878,-64.1418
EDR,-14.896666666,141.609444444
EEK,60.213611,-162.043889
EGS,65.283333333,-14.401388888
EIN,51.450556,5.374167
EIB,50.992222,10.476112
SVX,56.741388888,60.803611111
KKU
KEK,59.3547,-157.472
EHL,-41.94333333,-71.53222222
IPL,32.834166666,-115.578611111
ELD,33.221111111,-92.813333333
ELF,13.609127,25.318672
EMX,-42.0301,-71.1707
EBD,13.1529,30.2327
ELU,33.512888888,6.782583333
ELP,31.807222222,-106.3775
EPS,19.321430555,-69.495905555
ELE
ESR,-26.313333,-69.765833
VIG,8.62416667,-71.67277778
EYP,5.31962,-72.38621
ETH,29.559445,34.959167
EZS,44.787222222,-88.56
EBA,42.760277777,10.239444444
ELC,-12.019338,135.57065
EDL,0.404458,35.23893
ELH,25.483333,-76.683333
ELV,58.195277777,-136.3475
ELI,64.615,-162.270555555
ESL,46.373888888,44.330833333
EKO,40.825,-115.791666666
ELM,42.16,-76.891666666
LYU,47.824444444,-91.830833333
EAE,-17.089166666,168.341666666
EMS
EMD,-23.5675,148.179167
EMK,62.786111111,-164.490833333
EMO
EWI,-3.92583333,136.37805556
ENE,-8.849166666,121.660555555
BGM,42.208611111,-75.979722222
ENT,11.341666666,162.328333333
WDG,36.378333333,-97.788888888
ENF,68.364444444,23.4275
ENH,30.320277777,109.485
EBB,0.044722222,32.443055555
ENU,6.474166666,7.561944444
EPL,48.325,6.066667
ECN,35.159722222,33.5
ERF,50.979812,10.958105
ERI,42.085,-80.1808
ERC,39.713055,39.520555
ERZ,39.955278,41.169167
EBJ,55.525942,8.553403
ZBB
ESC,45.722777777,-87.093611111
ESM,0.97861111,-79.62666667
EPR,-33.684445,121.822778
SON,-15.50503333,167.21974167
EQS,-42.906945,-71.144167
YPF,48.4333,-123.4
EUG,44.123055555,-123.218611111
EUE,39.6042,-116.005
ACV,40.977777777,-124.108333333
EVV,38.038333333,-87.530833333
EXT,50.734444444,-3.413888888
EWE,-5.48333333,138.06666667
EXM
VDB,61.015555555,9.288055555
FIE,59.535277777,-1.617222222
FAI,64.815,-147.856
LYP,31.365275,72.995545
FAJ,18.308012,-65.661828
FKQ,-2.92,132.266944444
FAV
RVA,-22.805,47.820277777
FAR,46.920555555,-96.815833333
FMN,36.741111111,-108.23
FAO,37.014445,-7.965833
FAE,62.063611111,-7.277222222
FYV,36.005,-94.17
XNA,36.281666666,-94.307777777
FAY,34.991111111,-78.880277777
FRE,-8.107222222,159.5775
FEG,40.358888888,71.745
FEN,-3.854722222,-32.428333333
FEZ,33.927222222,-4.978055555
WFI,-21.45,47.1
FSC,41.502222,9.096667
FZO,51.519444444,-2.593611111
XFW
FIZ,-18.182003,125.558672
FLG,35.140277777,-111.669166666
FLF
YFO,54.678055555,-101.681944444
FNT,42.965555555,-83.743611111
PSA
FLR,43.808763,11.202905
FLO,-36.0671,-59.1044
MSL,34.745277777,-87.610277777
FLA,1.589166666,-75.564444444
FLW,39.458055555,-31.132222222
FRS,16.908983,-89.853228
FLN,-27.670277777,-48.5525
FRO,61.583612,5.024722
FOG,41.432903,15.535128
ZFD,59.3344,-107.182
FDE,61.391112,5.756945
FMA,-26.212778,-58.228055
YFA,52.2036,-81.6958
YPY,58.7675,-111.118
QWF
FNL,40.451944444,-105.011388888
FTU,-25.038055555,46.955833333
FDF,14.592222,-60.996388
FOD,42.551111111,-94.191944444
YAG,48.6544,-93.4406
YGH,66.240555555,-128.6475
YFH,51.5619,-87.9078
FLL,26.0725,-80.152777777
TBN,37.741666666,-92.140833333
YMM,56.6533,-111.223
RSW,26.536111111,-81.755277777
YYE,58.836388888,-122.596944444
YER,56.0189,-87.6761
YFS,61.760277777,-121.236666666
FSM,35.336666666,-94.3675
YSM,60.020277777,-111.961944444
YXJ,56.238333333,-120.740277777
VPS,30.483333333,-86.525277777
FWA,40.978333333,-85.195277777
DFW,32.896944444,-97.038055555
FOR,-3.775833333,-38.532222222
YFX,52.3728,-55.6739
FRC,-20.59027778,-47.3825
MVB,-1.651945,13.434722
FRW,-21.16077,27.482095
HHN
FKL,41.377777777,-79.860277777
ZBJ
XFC
YFC,45.8689,-66.5372
FPO,26.558687,-78.695553
FNA,8.616458,-13.195583
FAT,36.770930555,-119.718961111
FDH
FUE,28.452777777,-13.863888888
FUJ,32.666388888,128.832777777
FUK,33.584444444,130.451666666
FKS,44.625277777,-86.200833333
FUN,-8.525,179.196388888
FNC,32.694166666,-16.778055555
FTA,-19.516388888,170.231944444
FUT,-14.311388888,-178.066111111
FUG,32.898805555,115.734361111
FOC,25.933333,119.661667
GBE,-24.555833,25.918888
GAF,34.421944444,8.8225
GGN,6.103333333,-5.986944444
GNV,29.69,-82.271666666
GPS,-0.45388889,-90.26583333
GEV,36.4325,-81.419722222
GUP,35.511111111,-108.789444444
GWY,53.300277777,-8.941111111
GAX,-2.765833,9.995833
GMB,8.131667,34.57
